Epoch,Loss,Value
0,recon_loss,5720.3150634765625
0,kl_loss,30.228688192367553
0,kl_loss_0,1.607507362961769
0,kl_loss_1,2.5516390442848205
0,kl_loss_2,5.194276681542396
0,kl_loss_3,3.3005388557910917
0,kl_loss_4,2.3795014530420304
0,kl_loss_5,2.023119682073593
0,kl_loss_6,1.9743504762649535
0,kl_loss_7,3.7440444588661195
0,kl_loss_8,4.479516702890396
0,kl_loss_9,2.97419336438179
0,loss,5752.443896484375
0,tc_loss,5.538905155658722
0,discrim_loss,0.16915012765675783
1,recon_loss,3955.2244506835937
1,kl_loss,30.637445831298827
1,kl_loss_0,2.102713406085968
1,kl_loss_1,3.332087743282318
1,kl_loss_2,3.8203460931777955
1,kl_loss_3,3.161107039451599
1,kl_loss_4,2.805069649219513
1,kl_loss_5,2.103475731611252
1,kl_loss_6,2.350294029712677
1,kl_loss_7,3.056261885166168
1,kl_loss_8,4.761784267425537
1,kl_loss_9,3.144306206703186
1,loss,3990.8850341796874
1,tc_loss,5.419967293739319
1,discrim_loss,0.06881044041365385
2,recon_loss,3930.389538574219
2,kl_loss,29.138562774658205
2,kl_loss_0,2.2392172694206236
2,kl_loss_1,3.1499521374702453
2,kl_loss_2,3.4768843770027162
2,kl_loss_3,2.9135356903076173
2,kl_loss_4,2.645613729953766
2,kl_loss_5,2.146008849143982
2,kl_loss_6,2.4016677379608153
2,kl_loss_7,2.9559309840202332
2,kl_loss_8,4.399669718742371
2,kl_loss_9,2.81008220911026
2,loss,3966.1813720703126
2,tc_loss,4.220674300193787
2,discrim_loss,0.09807626716792583
3,recon_loss,3844.0289794921873
3,kl_loss,28.56977996826172
3,kl_loss_0,2.3025355100631715
3,kl_loss_1,3.085591161251068
3,kl_loss_2,3.4466309666633608
3,kl_loss_3,2.8047467708587646
3,kl_loss_4,2.5992282390594483
3,kl_loss_5,2.178138768672943
3,kl_loss_6,2.391273355484009
3,kl_loss_7,2.7894054532051085
3,kl_loss_8,4.314475011825562
3,kl_loss_9,2.6577544450759887
3,loss,3880.8007568359376
3,tc_loss,3.6888111233711243
3,discrim_loss,0.11672351062297821
4,recon_loss,3823.48330078125
4,kl_loss,28.31202154159546
4,kl_loss_0,2.3170608997344972
4,kl_loss_1,3.028606355190277
4,kl_loss_2,3.4744049191474913
4,kl_loss_3,2.758582293987274
4,kl_loss_4,2.6426082611083985
4,kl_loss_5,2.191667687892914
4,kl_loss_6,2.3872645258903504
4,kl_loss_7,2.7197873830795287
4,kl_loss_8,4.168769943714142
4,kl_loss_9,2.6232694506645204
4,loss,3861.21884765625
4,tc_loss,3.2895749688148497
4,discrim_loss,0.14904224909842015
5,recon_loss,3789.3776341488488
5,kl_loss,28.209246284083317
5,kl_loss_0,2.3632982655575403
5,kl_loss_1,2.935740960271735
5,kl_loss_2,3.5082874925513017
5,kl_loss_3,2.770377359892193
5,kl_loss_4,2.6650914142006323
5,kl_loss_5,2.250960902163857
5,kl_loss_6,2.4171798103734066
5,kl_loss_7,2.6366899766420064
5,kl_loss_8,4.036247240869622
5,kl_loss_9,2.625372861561022
5,loss,3827.9294562088817
5,tc_loss,2.9700686806126644
5,discrim_loss,0.16627064033558495
6,recon_loss,3815.5083740234377
6,kl_loss,28.24131269454956
6,kl_loss_0,2.39588348865509
6,kl_loss_1,2.906969201564789
6,kl_loss_2,3.525683343410492
6,kl_loss_3,2.7701897382736207
6,kl_loss_4,2.696157252788544
6,kl_loss_5,2.2891472697257997
6,kl_loss_6,2.4265726923942568
6,kl_loss_7,2.626878762245178
6,kl_loss_8,3.9488834023475645
6,kl_loss_9,2.6549474477767943
6,loss,3854.1539916992188
6,tc_loss,2.5307809889316557
6,discrim_loss,0.20097135081887246
7,recon_loss,3804.318310546875
7,kl_loss,28.30628385543823
7,kl_loss_0,2.434261846542358
7,kl_loss_1,2.901584434509277
7,kl_loss_2,3.584682035446167
7,kl_loss_3,2.7613550662994384
7,kl_loss_4,2.6909514904022216
7,kl_loss_5,2.314677023887634
7,kl_loss_6,2.4393895626068116
7,kl_loss_7,2.611657464504242
7,kl_loss_8,3.9088109970092773
7,kl_loss_9,2.658914041519165
7,loss,3844.147814941406
7,tc_loss,2.429425650835037
7,discrim_loss,0.22336339056491852
8,recon_loss,3772.735791015625
8,kl_loss,28.3509952545166
8,kl_loss_0,2.449023652076721
8,kl_loss_1,2.890587937831879
8,kl_loss_2,3.5872657179832457
8,kl_loss_3,2.7584147214889527
8,kl_loss_4,2.697489655017853
8,kl_loss_5,2.342552900314331
8,kl_loss_6,2.4604552507400514
8,kl_loss_7,2.602109372615814
8,kl_loss_8,3.8718568801879885
8,kl_loss_9,2.6912393808364867
8,loss,3813.0751831054686
8,tc_loss,2.2262403070926666
8,discrim_loss,0.23477265387773513
9,recon_loss,3724.1064575195314
9,kl_loss,28.51850309371948
9,kl_loss_0,2.4754549741744993
9,kl_loss_1,2.8935192346572878
9,kl_loss_2,3.6156529545783997
9,kl_loss_3,2.7587992310523988
9,kl_loss_4,2.7155049800872804
9,kl_loss_5,2.38574196100235
9,kl_loss_6,2.47387375831604
9,kl_loss_7,2.624502956867218
9,kl_loss_8,3.8709887266159058
9,kl_loss_9,2.70446435213089
9,loss,3764.23857421875
9,tc_loss,1.9236315131187438
9,discrim_loss,0.26670579612255096
10,recon_loss,3750.3989990234377
10,kl_loss,28.47667827606201
10,kl_loss_0,2.487886035442352
10,kl_loss_1,2.86570348739624
10,kl_loss_2,3.5928148508071898
10,kl_loss_3,2.7533686757087708
10,kl_loss_4,2.7141377329826355
10,kl_loss_5,2.3899532318115235
10,kl_loss_6,2.477760112285614
10,kl_loss_7,2.618611788749695
10,kl_loss_8,3.859958803653717
10,kl_loss_9,2.7164835691452027
10,loss,3791.9217895507813
10,tc_loss,2.038931077718735
10,discrim_loss,0.26822429820895194
11,recon_loss,3716.9936908922696
11,kl_loss,28.75478252611662
11,kl_loss_0,2.5081652591103003
11,kl_loss_1,2.8637314595674215
11,kl_loss_2,3.6216086337440894
11,kl_loss_3,2.7775285620438424
11,kl_loss_4,2.746454878857261
11,kl_loss_5,2.443034372831646
11,kl_loss_6,2.521318197250366
11,kl_loss_7,2.665578653937892
11,kl_loss_8,3.874864879407381
11,kl_loss_9,2.7324977924949243
11,loss,3758.9644325657896
11,tc_loss,2.0649940089175574
11,discrim_loss,0.2718282381170674
12,recon_loss,3686.088903808594
12,kl_loss,28.91049575805664
12,kl_loss_0,2.527746891975403
12,kl_loss_1,2.8572826623916625
12,kl_loss_2,3.646893119812012
12,kl_loss_3,2.779782199859619
12,kl_loss_4,2.7717304944992067
12,kl_loss_5,2.460562694072723
12,kl_loss_6,2.5240280270576476
12,kl_loss_7,2.6824532985687255
12,kl_loss_8,3.898134434223175
12,kl_loss_9,2.7618821024894715
12,loss,3728.323486328125
12,tc_loss,2.081884765625
12,discrim_loss,0.26520749628543855
13,recon_loss,3749.606103515625
13,kl_loss,28.96044807434082
13,kl_loss_0,2.5311976313591003
13,kl_loss_1,2.8579121589660645
13,kl_loss_2,3.679029071331024
13,kl_loss_3,2.76320366859436
13,kl_loss_4,2.7785093784332275
13,kl_loss_5,2.4599449038505554
13,kl_loss_6,2.5241286754608154
13,kl_loss_7,2.683188092708588
13,kl_loss_8,3.921354043483734
13,kl_loss_9,2.7619806289672852
13,loss,3791.513952636719
13,tc_loss,2.0230291962623594
13,discrim_loss,0.27609350010752676
14,recon_loss,3735.25537109375
14,kl_loss,28.98447732925415
14,kl_loss_0,2.5245494484901427
14,kl_loss_1,2.834207499027252
14,kl_loss_2,3.7011456370353697
14,kl_loss_3,2.754759097099304
14,kl_loss_4,2.7844746708869934
14,kl_loss_5,2.4624727368354797
14,kl_loss_6,2.5167184352874754
14,kl_loss_7,2.6992536187171936
14,kl_loss_8,3.9371408104896544
14,kl_loss_9,2.7697551608085633
14,loss,3776.8587890625
14,tc_loss,1.9717099905014037
14,discrim_loss,0.2682229831814766
15,recon_loss,3752.159387207031
15,kl_loss,29.276406478881835
15,kl_loss_0,2.5430630683898925
15,kl_loss_1,2.8706541895866393
15,kl_loss_2,3.6785914063453675
15,kl_loss_3,2.7692625641822817
15,kl_loss_4,2.8196731209754944
15,kl_loss_5,2.4900795102119444
15,kl_loss_6,2.5696037292480467
15,kl_loss_7,2.7565436124801637
15,kl_loss_8,3.9772914171218874
15,kl_loss_9,2.801643490791321
15,loss,3793.9963134765626
15,tc_loss,1.9625788688659669
15,discrim_loss,0.2740515753626823
16,recon_loss,3695.7891524465463
16,kl_loss,29.391104547600996
16,kl_loss_0,2.5732579231262207
16,kl_loss_1,2.8806202035201225
16,kl_loss_2,3.6771979833904065
16,kl_loss_3,2.7742841745677747
16,kl_loss_4,2.826037281437924
16,kl_loss_5,2.51010220929196
16,kl_loss_6,2.5748319249404106
16,kl_loss_7,2.77815392142848
16,kl_loss_8,3.9838208022870516
16,kl_loss_9,2.8127981361589933
16,loss,3738.0620888157896
16,tc_loss,2.012791733992727
16,discrim_loss,0.27541722278845937
17,recon_loss,3693.202282714844
17,kl_loss,29.3168062210083
